테마코드,테마명,종목코드
361,종합물류업체,001140
361,종합물류업체,032280
361,종합물류업체,129260
361,종합물류업체,009070
361,종합물류업체,124560
073,주류판매,033920
073,주류판매,000080
073,주류판매,000890
073,주류판매,005300
073,주류판매,043650
073,주류판매,000140
073,주류판매,276730
074,주정,023150
074,주정,017890
074,주정,000890
074,주정,023900
074,주정,033920
074,주정,043650
074,주정,018120
074,주정,004650
049,줄기세포,038290
049,줄기세포,016100
049,줄기세포,003000
049,줄기세포,034940
049,줄기세포,005500
049,줄기세포,044060
049,줄기세포,001540
049,줄기세포,024720
049,줄기세포,052020
049,줄기세포,082270
049,줄기세포,085660
049,줄기세포,091090
049,줄기세포,067290
049,줄기세포,053030
049,줄기세포,078160
049,줄기세포,066980
049,줄기세포,005690
049,줄기세포,001060
049,줄기세포,166480
049,줄기세포,031390
049,줄기세포,040350
049,줄기세포,217730
049,줄기세포,298060
049,줄기세포,065660
049,줄기세포,064240
071,중고차 및 렌터카,068400
071,중고차 및 렌터카,038390
071,중고차 및 렌터카,001740
071,중고차 및 렌터카,089860
071,중고차 및 렌터카,067990
071,중고차 및 렌터카,381970
071,중고차 및 렌터카,086280
135,중국긴축완화 수혜,115390
135,중국긴축완화 수혜,042670
135,중국긴축완화 수혜,101170
135,중국긴축완화 수혜,093050
135,중국긴축완화 수혜,001800
135,중국긴축완화 수혜,084870
135,중국긴축완화 수혜,011170
135,중국긴축완화 수혜,097950
135,중국긴축완화 수혜,123330
135,중국긴축완화 수혜,090370
135,중국긴축완화 수혜,065510
135,중국긴축완화 수혜,048260
135,중국긴축완화 수혜,112040
135,중국긴축완화 수혜,161890
135,중국긴축완화 수혜,005090
135,중국긴축완화 수혜,090430
135,중국긴축완화 수혜,192820
135,중국긴축완화 수혜,051900
135,중국긴축완화 수혜,069640
285,증권,030610
285,증권,003540
285,증권,006800
285,증권,016610
285,증권,003470
285,증권,001270
285,증권,001290
285,증권,016360
285,증권,001200
285,증권,001720
285,증권,001510
285,증권,005940
285,증권,003460
285,증권,039490
285,증권,001750
285,증권,003530
285,증권,003450
285,증권,071050
285,증권,037620
285,증권,078020
285,증권,001500
285,증권,030210
285,증권,008560
285,증권,190650
140,지능형교통시스템,036710
140,지능형교통시스템,054220
140,지능형교통시스템,115500
140,지능형교통시스템,121890
140,지능형교통시스템,034730
987,지문인식,060250
987,지문인식,094840
987,지문인식,114120
987,지문인식,236200
987,지문인식,317770
039,지주,100250
039,지주,000880
039,지주,002020
039,지주,001520
039,지주,001680
039,지주,058650
039,지주,072710
039,지주,011810
039,지주,003550
039,지주,078930
039,지주,000150
039,지주,036530
039,지주,004150
039,지주,016880
039,지주,084690
039,지주,042420
039,지주,055550
039,지주,900070
039,지주,086790
039,지주,071050
039,지주,060980
039,지주,006840
039,지주,000590
039,지주,096760
039,지주,009440
039,지주,101060
039,지주,025530
039,지주,000320
039,지주,016710
039,지주,102260
039,지주,000640
039,지주,000070
039,지주,006880
039,지주,009970
039,지주,015860
039,지주,001630
039,지주,004870
039,지주,024660
039,지주,000140
039,지주,000700
039,지주,001940
039,지주,092230
039,지주,006200
039,지주,000240
039,지주,016450
039,지주,003480
039,지주,001040
333,지진,018000
333,지진,054540
333,지진,004840
333,지진,028100
333,지진,053620
333,지진,228340
333,지진,004440
333,지진,237750
333,지진,119500
333,지진,101670
333,지진,060370
333,지진,033540
333,지진,140520
918,지카바이러스,000220
918,지카바이러스,011000
918,지카바이러스,002630
918,지카바이러스,017180
918,지카바이러스,064550
918,지카바이러스,012170
918,지카바이러스,096530
918,지카바이러스,044480
400,지하도로,028100
400,지하도로,026150
400,지하도로,025950
400,지하도로,018310
400,지하도로,010960
400,지하도로,032040
400,지하도로,001840
400,지하도로,007460
400,지하도로,119650
930,차량용 블랙박스,084730
930,차량용 블랙박스,023810
930,차량용 블랙박스,038950
930,차량용 블랙박스,012330
930,차량용 블랙박스,000990
930,차량용 블랙박스,033320
930,차량용 블랙박스,050110
930,차량용 블랙박스,092600
930,차량용 블랙박스,056000
930,차량용 블랙박스,087260
007,창업투자,019660
007,창업투자,021080
007,창업투자,016600
007,창업투자,041190
007,창업투자,019550
007,창업투자,027830
007,창업투자,019590
007,창업투자,033660
007,창업투자,023760
007,창업투자,019570
007,창업투자,021880
007,창업투자,026890
007,창업투자,010050
007,창업투자,330730
007,창업투자,100790
007,창업투자,307930
007,창업투자,241520
007,창업투자,246690
044,철강금속,005490
044,철강금속,004020
044,철강금속,001230
044,철강금속,005160
044,철강금속,010130
044,철강금속,001430
044,철강금속,005810
044,철강금속,004560
044,철강금속,003030
044,철강금속,005010
044,철강금속,058650
044,철강금속,065620
044,철강금속,014280
044,철강금속,009730
044,철강금속,008970
044,철강금속,001080
044,철강금속,008420
044,철강금속,026940
044,철강금속,017480
044,철강금속,012620
044,철강금속,058430
044,철강금속,013030
044,철강금속,023160
044,철강금속,071090
044,철강금속,025550
044,철강금속,000970
044,철강금속,140520
044,철강금속,069730
044,철강금속,008260
044,철강금속,086670
044,철강금속,053260
044,철강금속,084010
044,철강금속,133820
044,철강금속,192390
044,철강금속,090410
044,철강금속,177830
044,철강금속,060480
044,철강금속,026910
044,철강금속,121600
044,철강금속,008350
044,철강금속,048470
044,철강금속,009190
044,철강금속,069460
044,철강금속,021040
044,철강금속,075970
044,철강금속,060380
044,철강금속,004890
044,철강금속,023790
044,철강금속,024090
044,철강금속,002690
044,철강금속,009620
044,철강금속,006110
044,철강금속,021050
044,철강금속,019440
044,철강금속,087220
044,철강금속,001770
044,철강금속,090730
044,철강금속,037760
044,철강금속,000590
044,철강금속,012280
044,철강금속,012160
044,철강금속,081000
044,철강금속,043910
044,철강금속,001560
044,철강금속,023440
044,철강금속,038010
044,철강금속,000480
044,철강금속,120030
044,철강금속,018470
044,철강금속,001940
044,철강금속,122800
044,철강금속,054410
044,철강금속,002710
044,철강금속,081150
044,철강금속,003670
044,철강금속,128660
044,철강금속,104700
044,철강금속,285490
044,철강금속,016380
044,철강금속,139990
044,철강금속,306200
994,철도,017510
994,철도,045390
994,철도,026150
994,철도,004560
994,철도,004020
994,철도,001230
994,철도,028100
994,철도,017040
994,철도,039980
994,철도,017480
994,철도,069460
994,철도,001780
994,철도,013030
994,철도,033100
994,철도,001260
994,철도,046940
994,철도,068240
994,철도,064350
994,철도,094940
994,철도,064510
079,출산장려정책,013990
079,출산장려정책,035290
079,출산장려정책,016880
079,출산장려정책,068290
079,출산장려정책,014100
079,출산장려정책,054670
079,출산장려정책,019680
079,출산장려정책,005990
079,출산장려정책,003920
079,출산장려정책,061460
079,출산장려정책,095720
079,출산장려정책,036000
079,출산장려정책,105630
079,출산장려정책,159580
079,출산장려정책,092730
079,출산장려정책,004540
104,치과의료,048260
104,치과의료,039840
104,치과의료,043150
104,치과의료,039200
104,치과의료,004080
104,치과의료,138610
104,치과의료,228850
104,치과의료,228670
104,치과의료,145720
104,치과의료,122310
104,치과의료,059210
387,카메라모듈/부품,082210
387,카메라모듈/부품,050110
387,카메라모듈/부품,033240
387,카메라모듈/부품,049630
387,카메라모듈/부품,126700
387,카메라모듈/부품,097520
387,카메라모듈/부품,151910
387,카메라모듈/부품,091700
387,카메라모듈/부품,101390
387,카메라모듈/부품,076610
387,카메라모듈/부품,065130
387,카메라모듈/부품,196450
387,카메라모듈/부품,087600
387,카메라모듈/부품,094170
387,카메라모듈/부품,190510
387,카메라모듈/부품,123010
387,카메라모듈/부품,176440
387,카메라모듈/부품,208710
387,카메라모듈/부품,225190
387,카메라모듈/부품,181340
387,카메라모듈/부품,263600
387,카메라모듈/부품,078650
387,카메라모듈/부품,053450
387,카메라모듈/부품,037950
387,카메라모듈/부품,011070
387,카메라모듈/부품,300120
387,카메라모듈/부품,290740
387,카메라모듈/부품,047310
387,카메라모듈/부품,081580
042,카지노,035250
042,카지노,052330
042,카지노,034230
042,카지노,039230
042,카지노,051360
042,카지노,114090
042,카지노,035480
042,카지노,032350
982,케이블TV,035760
982,케이블TV,003240
982,케이블TV,126560
982,케이블TV,057050
982,케이블TV,037560
982,케이블TV,122450
296,코로나19 진단키트,243070
296,코로나19 진단키트,004720
296,코로나19 진단키트,127120
296,코로나19 진단키트,096530
296,코로나19 진단키트,048530
296,코로나19 진단키트,238090
296,코로나19 진단키트,057880
296,코로나19 진단키트,253840
296,코로나19 진단키트,109820
296,코로나19 진단키트,245620
296,코로나19 진단키트,038460
296,코로나19 진단키트,206640
296,코로나19 진단키트,192650
296,코로나19 진단키트,048870
296,코로나19 진단키트,269620
296,코로나19 진단키트,241820
296,코로나19 진단키트,084650
296,코로나19 진단키트,229000
296,코로나19 진단키트,205470
296,코로나19 진단키트,137310
296,코로나19 진단키트,053980
296,코로나19 진단키트,950130
297,코로나19(백신/치료제),183490
297,코로나19(백신/치료제),185750
297,코로나19(백신/치료제),097780
297,코로나19(백신/치료제),025320
297,코로나19(백신/치료제),015540
297,코로나19(백신/치료제),003520
297,코로나19(백신/치료제),302440
297,코로나19(백신/치료제),206650
297,코로나19(백신/치료제),299660
297,코로나19(백신/치료제),068270
297,코로나19(백신/치료제),019170
297,코로나19(백신/치료제),069620
297,코로나19(백신/치료제),003000
297,코로나19(백신/치료제),285130
297,코로나19(백신/치료제),214870
297,코로나19(백신/치료제),271980
297,코로나19(백신/치료제),007570
297,코로나19(백신/치료제),086040
297,코로나19(백신/치료제),174900
297,코로나19(백신/치료제),064550
297,코로나19(백신/치료제),238120
297,코로나19(백신/치료제),006280
297,코로나19(백신/치료제),048530
297,코로나19(백신/치료제),237690
297,코로나19(백신/치료제),207940
297,코로나19(백신/치료제),011000
297,코로나19(백신/치료제),095700
297,코로나19(백신/치료제),185490
297,코로나19(백신/치료제),005690
159,코로나19(혈장치료),097780
159,코로나19(혈장치료),044480
159,코로나19(혈장치료),006280
159,코로나19(혈장치료),068330
159,코로나19(혈장치료),038070
159,코로나19(혈장치료),025320
159,코로나19(혈장치료),057880
159,코로나19(혈장치료),294140
159,코로나19(혈장치료),080720
250,콘덴서,001820
250,콘덴서,005680
250,콘덴서,009470
250,콘덴서,037950
250,콘덴서,012340
250,콘덴서,033290
250,콘덴서,043260
250,콘덴서,014910
893,콘텐츠,046390
893,콘텐츠,063440
893,콘텐츠,003560
893,콘텐츠,068050
893,콘텐츠,047820
893,콘텐츠,299900
893,콘텐츠,034120
893,콘텐츠,241840
893,콘텐츠,317530
893,콘텐츠,036420
893,콘텐츠,253450
893,콘텐츠,200350
893,콘텐츠,160550
142,콜드테인(저온유통),175250
142,콜드테인(저온유통),096350
142,콜드테인(저온유통),000300
142,콜드테인(저온유통),014130
142,콜드테인(저온유통),083450
142,콜드테인(저온유통),214870
142,콜드테인(저온유통),053950
142,콜드테인(저온유통),144510
142,콜드테인(저온유통),006890
142,콜드테인(저온유통),119830
142,콜드테인(저온유통),079970
142,콜드테인(저온유통),000640
142,콜드테인(저온유통),131220
142,콜드테인(저온유통),054630
142,콜드테인(저온유통),068330
700,클라우드컴퓨팅,023590
700,클라우드컴퓨팅,064800
700,클라우드컴퓨팅,067160
700,클라우드컴퓨팅,053800
700,클라우드컴퓨팅,100030
700,클라우드컴퓨팅,034730
700,클라우드컴퓨팅,094280
700,클라우드컴퓨팅,041020
700,클라우드컴퓨팅,012510
700,클라우드컴퓨팅,032190
700,클라우드컴퓨팅,093320
700,클라우드컴퓨팅,018260
700,클라우드컴퓨팅,242040
700,클라우드컴퓨팅,030520
022,키오스크,052600
022,키오스크,063570
022,키오스크,004920
022,키오스크,012600
022,키오스크,067730
022,키오스크,115500
022,키오스크,089150
335,타미플루,007570
335,타미플루,041910
335,타미플루,068870
335,타미플루,019170
335,타미플루,060590
335,타미플루,008930
335,타미플루,069620
335,타미플루,000100
335,타미플루,054670
335,타미플루,061250
335,타미플루,043090
147,타이어,000240
147,타이어,002350
147,타이어,073240
147,타이어,007340
147,타이어,161390
376,탄소나노튜브,054940
376,탄소나노튜브,000300
376,탄소나노튜브,065130
376,탄소나노튜브,027580
145,탈모,027050
145,탈모,161890
145,탈모,006840
145,탈모,214370
145,탈모,048410
145,탈모,217480
145,탈모,064550
145,탈모,067290
145,탈모,277410
145,탈모,078160
145,탈모,004310
145,탈모,317240
145,탈모,090370
920,태블릿PC,061040
920,태블릿PC,108860
920,태블릿PC,091700
920,태블릿PC,036030
920,태블릿PC,035080
920,태블릿PC,053280
920,태블릿PC,078070
920,태블릿PC,005930
920,태블릿PC,073570
920,태블릿PC,094190
920,태블릿PC,039560
920,태블릿PC,101330
920,태블릿PC,020760
920,태블릿PC,097780
920,태블릿PC,051370
920,태블릿PC,108320
920,태블릿PC,006400
920,태블릿PC,009150
920,태블릿PC,041520
920,태블릿PC,106080
920,태블릿PC,049070
920,태블릿PC,063080
920,태블릿PC,054210
086,태양광발전,010060
086,태양광발전,036930
086,태양광발전,064760
086,태양광발전,083310
086,태양광발전,004800
086,태양광발전,039020
086,태양광발전,011930
086,태양광발전,052420
086,태양광발전,095910
086,태양광발전,110570
086,태양광발전,099220
086,태양광발전,103130
086,태양광발전,108230
086,태양광발전,010120
086,태양광발전,095610
086,태양광발전,104120
086,태양광발전,009830
086,태양광발전,112240
086,태양광발전,043200
086,태양광발전,083930
086,태양광발전,313760
086,태양광발전,078600
086,태양광발전,078940
086,태양광발전,322000
379,태양전지,073010
379,태양전지,002020
379,태양전지,011930
379,태양전지,024880
379,태양전지,095910
379,태양전지,095610
379,태양전지,103130
379,태양전지,108230
379,태양전지,057500
379,태양전지,110570
379,태양전지,104120
379,태양전지,112240
284,태풍/장마,002100
284,태풍/장마,007590
284,태풍/장마,043200
284,태풍/장마,004000
284,태풍/장마,000490
284,태풍/장마,060150
284,태풍/장마,001550
284,태풍/장마,025860
284,태풍/장마,029960
375,터치스크린,025320
375,터치스크린,097780
375,터치스크린,062860
375,터치스크린,049520
375,터치스크린,020760
375,터치스크린,096640
375,터치스크린,094190
375,터치스크린,051360
375,터치스크린,027580
375,터치스크린,149950
198,테마파크,020710
198,테마파크,084680
198,테마파크,034300
198,테마파크,066620
386,통신사,017670
386,통신사,032640
386,통신사,030200
382,통신장비,046310
382,통신장비,192410
382,통신장비,035460
382,통신장비,037340
382,통신장비,039560
382,통신장비,010170
382,통신장비,187220
382,통신장비,149940
382,통신장비,069540
382,통신장비,037460
382,통신장비,033790
382,통신장비,050890
382,통신장비,099830
382,통신장비,065770
382,통신장비,051980
382,통신장비,088800
382,통신장비,073540
382,통신장비,051390
382,통신장비,109080
382,통신장비,138080
382,통신장비,115440
382,통신장비,046970
382,통신장비,095270
382,통신장비,078070
382,통신장비,073490
382,통신장비,007630
382,통신장비,032500
382,통신장비,094860
382,통신장비,005870
382,통신장비,038530
382,통신장비,056360
382,통신장비,031820
382,통신장비,200230
382,통신장비,091440
382,통신장비,175140
382,통신장비,038680
382,통신장비,214870
382,통신장비,029480
382,통신장비,211270
382,통신장비,100590
382,통신장비,230240
382,통신장비,143160
382,통신장비,007660
382,통신장비,218410
382,통신장비,173130
382,통신장비,061040
382,통신장비,226350
041,페인트,090350
041,페인트,000390
041,페인트,004910
041,페인트,011720
041,페인트,002380
009,폐기물/재활용,029960
009,폐기물/재활용,035890
009,폐기물/재활용,060150
009,폐기물/재활용,067900
009,폐기물/재활용,363280
009,폐기물/재활용,151860
536,폐배터리,373220
536,폐배터리,005380
536,폐배터리,096770
536,폐배터리,265560
536,폐배터리,047310
536,폐배터리,299030
536,폐배터리,060150
536,폐배터리,196490
536,폐배터리,004250
536,폐배터리,005420
536,폐배터리,005490
536,폐배터리,034020
536,폐배터리,076080
315,포장용기,008870
315,포장용기,004800
315,포장용기,000070
315,포장용기,009810
315,포장용기,004780
315,포장용기,014160
315,포장용기,014820
315,포장용기,033310
315,포장용기,115390
315,포장용기,005090
315,포장용기,014970
315,포장용기,023600
315,포장용기,003720
315,포장용기,004450
315,포장용기,005820
315,포장용기,008730
315,포장용기,018290
315,포장용기,011280
315,포장용기,115960
315,포장용기,037230
315,포장용기,061460
315,포장용기,263920
315,포장용기,251970
680,폴더블폰,148150
680,폴더블폰,290550
680,폴더블폰,096770
680,폴더블폰,034220
680,폴더블폰,051370
680,폴더블폰,094170
680,폴더블폰,272290
680,폴더블폰,009150
680,폴더블폰,090460
680,폴더블폰,131760
680,폴더블폰,014190
680,폴더블폰,011790
680,폴더블폰,179900
680,폴더블폰,089010
680,폴더블폰,178920
680,폴더블폰,120110
680,폴더블폰,005930
680,폴더블폰,055490
680,폴더블폰,106240
680,폴더블폰,144960
680,폴더블폰,027580
680,폴더블폰,060720
905,폴리실리콘,010060
905,폴리실리콘,011930
905,폴리실리콘,009830
905,폴리실리콘,318000
116,풍력발전,005160
116,풍력발전,044490
116,풍력발전,089230
116,풍력발전,013810
116,풍력발전,018000
116,풍력발전,006910
116,풍력발전,007690
116,풍력발전,001250
116,풍력발전,101170
116,풍력발전,100130
116,풍력발전,112610
116,풍력발전,075580
116,풍력발전,034020
116,풍력발전,100090
116,풍력발전,003070
116,풍력발전,297090
012,프린터,029530
012,프린터,066110
012,프린터,065690
012,프린터,049550
012,프린터,043360
012,프린터,081580
043,플렉서블 디스플레이,036490
043,플렉서블 디스플레이,059100
043,플렉서블 디스플레이,088130
043,플렉서블 디스플레이,123100
043,플렉서블 디스플레이,005930
043,플렉서블 디스플레이,034220
043,플렉서블 디스플레이,136510
043,플렉서블 디스플레이,049550
043,플렉서블 디스플레이,095610
043,플렉서블 디스플레이,066980
043,플렉서블 디스플레이,005290
043,플렉서블 디스플레이,027580
043,플렉서블 디스플레이,109740
043,플렉서블 디스플레이,265520
997,핀테크,035720
997,핀테크,060250
997,핀테크,035600
997,핀테크,046440
997,핀테크,036030
997,핀테크,039490
997,핀테크,053350
997,핀테크,053800
997,핀테크,094480
997,핀테크,950110
997,핀테크,052600
997,핀테크,052710
997,핀테크,042510
997,핀테크,064260
997,핀테크,054920
997,핀테크,047560
997,핀테크,150900
997,핀테크,036010
997,핀테크,016670
997,핀테크,035420
997,핀테크,052400
997,핀테크,262840
997,핀테크,041460
997,핀테크,158430
997,핀테크,053580
997,핀테크,163730
997,핀테크,034310
997,핀테크,030190
997,핀테크,214180
997,핀테크,100030
997,핀테크,012510
997,핀테크,234340
097,하이브리드카,005380
097,하이브리드카,000270
097,하이브리드카,012330
097,하이브리드카,051910
097,하이브리드카,006260
097,하이브리드카,001820
097,하이브리드카,009470
097,하이브리드카,011230
097,하이브리드카,012340
097,하이브리드카,043260
097,하이브리드카,014910
097,하이브리드카,004490
097,하이브리드카,023890
097,하이브리드카,033290
097,하이브리드카,036830
097,하이브리드카,012200
097,하이브리드카,043590
346,한국판뉴딜,022100
346,한국판뉴딜,030520
346,한국판뉴딜,322000
346,한국판뉴딜,288620
346,한국판뉴딜,009830
346,한국판뉴딜,112610
346,한국판뉴딜,297090
346,한국판뉴딜,100090
346,한국판뉴딜,035420
346,한국판뉴딜,012330
346,한국판뉴딜,005380
346,한국판뉴딜,090460
346,한국판뉴딜,032500
346,한국판뉴딜,064960
346,한국판뉴딜,006400
346,한국판뉴딜,138080
346,한국판뉴딜,035720
346,한국판뉴딜,178320
346,한국판뉴딜,082920
346,한국판뉴딜,081000
346,한국판뉴딜,010120
346,한국판뉴딜,051910
346,한국판뉴딜,005930
346,한국판뉴딜,298040
346,한국판뉴딜,336260
346,한국판뉴딜,050890
346,한국판뉴딜,018260
008,한미FTA수혜,005380
008,한미FTA수혜,000270
008,한미FTA수혜,064960
008,한미FTA수혜,060980
008,한미FTA수혜,012330
008,한미FTA수혜,011210
008,한미FTA수혜,043370
008,한미FTA수혜,018880
008,한미FTA수혜,005850
008,한미FTA수혜,086280
008,한미FTA수혜,010690
008,한미FTA수혜,005930
008,한미FTA수혜,001300
008,한미FTA수혜,020560
008,한미FTA수혜,003490
008,한미FTA수혜,034220
008,한미FTA수혜,066570
008,한미FTA수혜,006400
008,한미FTA수혜,009150
008,한미FTA수혜,000050
008,한미FTA수혜,001070
008,한미FTA수혜,001530
008,한미FTA수혜,000950
008,한미FTA수혜,122450
008,한미FTA수혜,005860
008,한미FTA수혜,065950
343,합금철,004890
343,합금철,015890
343,합금철,090730
911,항공,003490
911,항공,020560
911,항공,004870
911,항공,005430
911,항공,180640
911,항공,089590
911,항공,298690
911,항공,006840
911,항공,091810
911,항공,272450
352,항만,025550
352,항만,004140
352,항만,045340
352,항만,039420
352,항만,003100
352,항만,001140
352,항만,014200
061,해운,000700
061,해운,005880
061,해운,011200
061,해운,028670
061,해운,044450
061,해운,117930
061,해운,003280
332,해저터널,026150
332,해저터널,017510
332,해저터널,011390
332,해저터널,028100
332,해저터널,025550
332,해저터널,060370
332,해저터널,046940
193,핵융합에너지,001820
193,핵융합에너지,068240
193,핵융합에너지,042370
193,핵융합에너지,002240
193,핵융합에너지,250060
193,핵융합에너지,094820
193,핵융합에너지,034020
999,호텔,215000
999,호텔,035250
999,호텔,008770
999,호텔,025980
999,호텔,050120
999,호텔,095570
999,호텔,068400
999,호텔,032350
999,호텔,048550
999,호텔,194610
999,호텔,084680
999,호텔,035480
999,호텔,039130
999,호텔,034230
999,호텔,070960
999,호텔,006730
063,홈네트워크,036690
063,홈네트워크,039010
063,홈네트워크,015710
063,홈네트워크,040160
063,홈네트워크,022100
063,홈네트워크,042940
063,홈네트워크,039570
087,홍채인식,010820
087,홍채인식,111870
087,홍채인식,047310
087,홍채인식,094840
087,홍채인식,082210
087,홍채인식,123260
087,홍채인식,094170
908,화장품,044820
908,화장품,078520
908,화장품,161890
908,화장품,024720
908,화장품,123690
908,화장품,003350
908,화장품,027050
908,화장품,002790
908,화장품,090430
908,화장품,192820
908,화장품,051900
908,화장품,101240
908,화장품,138360
908,화장품,016100
908,화장품,069110
908,화장품,038340
908,화장품,078140
908,화장품,037270
908,화장품,123330
908,화장품,049830
908,화장품,017890
908,화장품,048410
908,화장품,000970
908,화장품,002720
908,화장품,007390
908,화장품,041910
908,화장품,138610
908,화장품,214420
908,화장품,092730
908,화장품,065150
908,화장품,200130
908,화장품,038460
908,화장품,015540
908,화장품,078860
908,화장품,115960
908,화장품,950140
908,화장품,086710
908,화장품,219550
908,화장품,251120
908,화장품,066980
908,화장품,226340
908,화장품,252500
908,화장품,226320
908,화장품,025620
908,화장품,251970
908,화장품,217480
908,화장품,352480
908,화장품,362320
908,화장품,031430
908,화장품,260930
158,화학섬유,120110
158,화학섬유,079980
158,화학섬유,104480
158,화학섬유,003830
158,화학섬유,003240
158,화학섬유,298020
070,환경,013810
070,환경,021240
070,환경,018000
070,환경,035890
070,환경,004410
070,환경,007610
070,환경,015860
070,환경,029960
070,환경,060150
070,환경,083660
070,환경,151860
163,환율하락 수혜주,039130
163,환율하락 수혜주,003490
163,환율하락 수혜주,080160
163,환율하락 수혜주,049770
163,환율하락 수혜주,020560
163,환율하락 수혜주,015760
163,환율하락 수혜주,010950
163,환율하락 수혜주,000080
163,환율하락 수혜주,010130
163,환율하락 수혜주,002680
163,환율하락 수혜주,007310
163,환율하락 수혜주,005490
163,환율하락 수혜주,004370
163,환율하락 수혜주,004020
163,환율하락 수혜주,271560
163,환율하락 수혜주,103140
163,환율하락 수혜주,003010
163,환율하락 수혜주,002300
163,환율하락 수혜주,001790
163,환율하락 수혜주,001680
163,환율하락 수혜주,001230
163,환율하락 수혜주,001130
163,환율하락 수혜주,000070
163,환율하락 수혜주,097950
163,환율하락 수혜주,005880
163,환율하락 수혜주,036460
940,희귀금속,000910
940,희귀금속,032980
940,희귀금속,003010
940,희귀금속,037370
940,희귀금속,061460
940,희귀금속,009520
940,희귀금속,130660
940,희귀금속,047400
940,희귀금속,005490
940,희귀금속,081150
940,희귀금속,285490
114,히든챔피언,098460
114,히든챔피언,109860
114,히든챔피언,100120
114,히든챔피언,093190
114,히든챔피언,027580
114,히든챔피언,094840
114,히든챔피언,096530
114,히든챔피언,052710
114,히든챔피언,096610
114,히든챔피언,073110
114,히든챔피언,114630
114,히든챔피언,030530
114,히든챔피언,080420
114,히든챔피언,088390
114,히든챔피언,102710
114,히든챔피언,039030
114,히든챔피언,054950
114,히든챔피언,043290
114,히든챔피언,052330
114,히든챔피언,089030
114,히든챔피언,049080
114,히든챔피언,038290
114,히든챔피언,014620
114,히든챔피언,154040
114,히든챔피언,040910
114,히든챔피언,076610
114,히든챔피언,095340
